Event	ID	Name			Wwise Object Path	Notes
	64054188	Hero_Combat			\Default Work Unit\Hero_Combat	
	199922741	Boss_Voice			\Voice Clips\Boss_Voice	
	671786679	Geoff_Voice			\Voice Clips\Geoff_Voice	
	818841426	Voiceless			\Voice Clips\Voiceless	
	1181445569	Nilbog_Voice			\Voice Clips\Nilbog_Voice	
	1223010781	Pencil_Scratch			\Voice Clips\Pencil_Scratch	
	1525674368	Rewind_Music			\Default Work Unit\Rewind_Music	
	1585661381	BackGround_Music			\Default Work Unit\BackGround_Music	
	1636882115	Gabbin_Voice			\Voice Clips\Gabbin_Voice	
	2067637633	Jeff_Voice			\Voice Clips\Jeff_Voice	
	2102311253	Goblenn_Voice			\Voice Clips\Goblenn_Voice	
	2698747613	Button_Press			\Default Work Unit\Button_Press	
	2972449336	Text			\Voice Clips\Text	
	3212434624	Rewind_Time			\Voice Clips\Rewind_Time	

Game Parameter	ID	Name			Wwise Object Path	Notes
	1006694123	Music_Volume			\Default Work Unit\Music_Volume	
	1761240301	Sound_Effects			\Default Work Unit\Sound_Effects	
	3538560642	Voice_Volume			\Default Work Unit\Voice_Volume	
	4179668880	Master_Volume			\Default Work Unit\Master_Volume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	3055567	neh	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\neh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nick_Sounds\nick\neh		79940
	16432662	unnh	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\unnh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nick_Sounds\nick\unnh		95292
	36452432	James_	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James__1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_		173060
	45580872	Matt_15	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Matt Sunds\Matt_15_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Matt_Sounds\Matt Sunds\Matt_15		30772
	49871808	James_8	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_8_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_8		67316
	51557405	Matt_14	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Matt Sunds\Matt_14_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Matt_Sounds\Matt Sunds\Matt_14		46204
	57532780	Steven_26	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_26_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_26		99288
	58378598	Nate_19	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_19_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_19		47656
	84950044	Nate_9	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_9_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_9		57768
	90087744	James_13	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_13_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_13		105724
	108278932	James_17	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_17_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_17		154220
	108524988	eeeh	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\eeeh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nick_Sounds\nick\eeeh		77092
	108695846	James_10	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_10_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_10		57716
	111870191	Raven_Audio_25	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_25_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_25		96144
	117554691	Steven_4	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_4_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_4		81756
	122582450	James_12	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_12_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_12		54584
	133767687	Matt_24	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Matt Sunds\Matt_24_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Matt_Sounds\Matt Sunds\Matt_24		34836
	141277765	James_18	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_18_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_18		225868
	144211223	Raven_Audio_2	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_2		48720
	146490973	Raven_Audio_16	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_16_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_16		34576
	148211543	James_1	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_1		115264
	158949122	Raven_Audio_5	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_5_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_5		34704
	160086135	Steven_7	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_7_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_7		77080
	164462487	Raven_Audio_22	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_22_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_22		57744
	171096511	Matt_3	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Matt Sunds\Matt_3_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Matt_Sounds\Matt Sunds\Matt_3		38272
	171965651	nehhh	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nehhh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nick_Sounds\nick\nehhh		77608
	179269999	Raven_Audio_18	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_18_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_18		179544
	188368845	Nate_11	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_11_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_11		19232
	196269554	Matt_16	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Matt Sunds\Matt_16_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Matt_Sounds\Matt Sunds\Matt_16		30732
	198028349	James_11	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_11_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_11		62116
	207411427	Nate_1	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_1		38540
	213683316	James_4	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_4_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_4		76304
	213933606	ohhhnh	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\ohhhnh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nick_Sounds\nick\ohhhnh		124580
	225849249	Pencil_Scratch_4	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Pencil Scratch\Pencil_Scratch_4_1C9C67B2.wem		\Actor-Mixer Hierarchy\Sound Effects\Pencil_Scratch\Pencil Scratch\Pencil_Scratch_4		174720
	227053748	Nate_12	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_12_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_12		38584
	243024414	nnnnnnnnnnnnnnneh	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\nnnnnnnnnnnnnnneh_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nick_Sounds\nick\nnnnnnnnnnnnnnneh		140572
	250184283	Matt_10	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Matt Sunds\Matt_10_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Matt_Sounds\Matt Sunds\Matt_10		66400
	261869840	Nate_25	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_25_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_25		22136
	277433093	Nate_7	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_7_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_7		47936
	280079981	Raven_Audio_12	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_12_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_12		34704
	287382444	Raven_Audio_20	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_20_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_20		268944
	288409149	Nate_15	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_15_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_15		23100
	333902658	Steven_2	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_2		96048
	357535794	Matt_8	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Matt Sunds\Matt_8_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Matt_Sounds\Matt Sunds\Matt_8		57640
	358381613	Steven_14	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_14_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_14		120096
	364923151	Raven_Audio_26	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_26_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_26		67344
	365572203	Nate_26	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Nate Sounds\Nate_26_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nate_Sounds\Nate Sounds\Nate_26		26816
	371000865	Raven_Audio_4	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_4_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_4		105744
	374577199	Steven_10	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_10_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_10		134532
	385919720	gargle2	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\nick\gargle2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Nick_Sounds\nick\gargle2		174808
	390589058	James_19	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_19_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_19		66952
	401985295	Intro Reversed	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Intro Reversed_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Backwards_Music\Intro\Intro Reversed		755056
	409767051	Outro	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Outro_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Main Theme Sting\Outro		415864
	411000288	Raven_Audio_28	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_28_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_28		76944
	418490334	Section C	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Section C_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Main Theme Loop 3\Section C		5675972
	423182914	Steven_9	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_9_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_9		97608
	430949505	Steven_12	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Steven Sounds\Steven_12_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Steven_Sounds\Steven Sounds\Steven_12		76496
	439281313	James_20	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\James Sounds\James_20_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\James_Sounds\James Sounds\James_20		124764
	446250589	Raven_Audio_11	C:\Users\raven\Documents\TeamBesterestRepo\TeamBesterestGame\WWISE\Dungeonomics\.cache\Windows\SFX\Raven Sounds\Raven_Audio_11_1C9C67B2.wem		\Actor-Mixer Hierarchy\Voices\Raven_Sounds\Raven Sounds\Raven_Audio_11		36624
